,brand,city,title,desc,image_count,created_at,price
43797,LG::ال‌جی,Qom,گوشی استایلوس 2 یک هفته کار کرده,گوشی خوبی هست علت فروش ارتقا به مدل بالا تر با قیمت خوبی می فروشم,1,Tuesday 12PM,552634
43801,Huawei::هوآوی,Karaj,گوشی نو نو چون نوت گرفتم میفروشمش,گوشی سالمه،اتیش زدم به مالم,3,Wednesday 08AM,662946
43802,Apple::اپل,Tehran,iphone 6s آکبند,not active-not iccid- LLA پک اصلی 64 گیگ به شرط- به بالاترین پیشنهاد,2,Wednesday 09AM,2093157
43810,Apple::اپل,Karaj,گوشى اپل ٦ مشکى١٦ گیگ,"با عرض سلام قصدم فقط فروشه معاوضه ندارم فقط تماس بگیرید
با تشکر از دیوار",3,Saturday 08PM,937999
43812,Huawei::هوآوی,Tehran,گوشی هانر 4c ارتقا یافته به اندروید 6,سلام معاوضه با یه گوشی در حد خودش,0,Monday 09PM,261180
43819,ZTE::زدتی‌ای,Tehran,آلکاتل کلکسیونی,"سالم به همراه جعبه و پایه شارژر
فقط به sms جوابگو هستم ",2,Wednesday 11AM,279584
43838,Huawei::هوآوی,Karaj,Huawei y635 4G,معاوضه ترجیحا با آیفون یا بلکبری,3,Monday 11AM,281854
43842,Apple::اپل,Tehran,فروش گوشی آیفون 6 گری(مشکی),آیفون 6 گری 64 گیگابایت با پارت نامبر LLA و دارای فیس تایم -دستگاه بسیار سالم و مناسب جهت مصرف کننده واقعی می باشد.,2,Wednesday 01PM,1390447
43857,Apple::اپل,Isfahan,گوشی اپل٥ مشکی,تعویض هم فروش ١٦ مشکی,0,Saturday 10PM,698320
43868,Samsung::سامسونگ,Tehran,گوشی گالکسی سامسونگj5,سامسونگj5.4 g 2016 مشکی.20 روز کارکرده.در حد اکبند.با قاب .قیمت 500.هزار,2,Wednesday 05AM,818273
43872,Samsung::سامسونگ,Ahvaz,موبایل فروشی,سلام فقط گوشی و تبلت آک دارم تمامی برند ها,1,Thursday 05PM,648890
43875,Apple::اپل,Shiraz,گوشی ایفون ٧ پلاس ١٢٨,"گوشی ایفون ٧ پلاس ١٢٨ گیگ مشکی
بسیار تمیز بدون کوچکترین خط و خش
یک هفته کارکرد
قیمت پیشنهادیتونو اس ام اس کنین 
با تشکر
معاوضه با ايفون ٦ معمولي",1,Friday 08PM,1922647
43884,HTC::اچ‌تی‌سی,Tehran,Htc one gold,اچ تی سی وان گلد رم داخلی ٣٢ گیگ بدون خط و ضربه هرکی بخره پشیمون نمیشه همه چیش هم به شرط میدم,4,Tuesday 06AM,822475
43890,Samsung::سامسونگ,Karaj,گوشی موبایل گلکسی اس 3 شانزده گیگ,"در حد نو هیچ مشکلی نداره به خدا سالمه
با قاب iface
کارتون و شارژر و هنذفری
قیمت:400
تخفیف پای معامله
مرسی از دیوار",2,Wednesday 01PM,572880
43892,Sony::سونی,Mashhad,گوشی سونیm4,گوشی واقعا تمیز جهت فروش یامعاوضه با سامسونگ اندروید۵به بالا,1,Wednesday 04PM,448238
43908,Samsung::سامسونگ,Ahvaz,نوت 3  اک  N9005,"با سلام
نوت 3 مدل 9005 چهار هسته ای که بهترین مدل نوت 3 است و در ضمن اصل کره و در حد اک اک اک بدون زره ای خط وخش سال گذشته خریدم و استفاده نکردم قیمت نقد نقد 850 بدون 1 ریال کمتر و قابل معاوضه فقط با مدلهای زیر
LG G4 مبلغ 50 سر میگیرم در صورت بدون گارانتی باشد
LG G5 مبلغ 550 سر میدم
LG V10 در صورت دو سیم 300 سر میدم
A$NUMمبلغ 250 سر میگیرم
A$NUMسربه سر
A72016 مبلغ 100 سر میدم
s6 مبلغ 250 سر میدم به شرط دو سیم
s7 دوسیم 600 سر میدم
S7 eag دو سیم 850 سر میدم
به غیر این مدلها تعویض نمیکنم
لازم به ذکر است که با توجه به گارانتی بودن گوشی شرایط کمی فرق میکند
در ضمن گوشی شما باید مانند گوشی من تمیز باشد
دیوار تایید کن",5,Sunday 07AM,1585597
43911,Samsung::سامسونگ,Mashhad,گوشی اس ۵,گوشی اس ۵ در حد فقط در پوشش شارژش یکم رنگ پریدگی داره همین,3,Sunday 12PM,440330
43912,Samsung::سامسونگ,Tehran,سامسونگ جی 5 دو هفتس خریدم نو نو,با گوشی اپل مواوزه میشه سر میدم ایفون 6,0,Sunday 03PM,822213
43913,Samsung::سامسونگ,Kermanshah,گوشی سامسونگ ساده اصلی,درحد آک سالم,1,Sunday 09PM,347873
43921,Nokia::نوکیا,Kermanshah,گوشی موبایل نوکیا 603 اصلی,گوشی سالم سالم باکارتن شارژر  تضمینی,2,Tuesday 08PM,-20139
43934,Apple::اپل,Tehran,apple 5s گوشى اپل ٥اس,اپل ٥اس ١٦ گیگ ارسالى از امریکا بدون کوچکترین خط و خش به شرط با کلیه لوازم اصلى + ٣ کاور جداگانه,2,Sunday 08AM,911821
43937,Apple::اپل,Karaj,ایفون se و  سامسونگ s4,"1_ایفون se اکبند 64گ lla...و
2_سامسونگ s4 کارکرده در حد... فروش ویا معاوضه....",3,Monday 12PM,1189600
43954,Apple::اپل,Tehran,تعویض لبتاپ با گوشی اپل,"hp
core i3
vga 2gb
hard 500gb
ram 6 gb
جهت معاوضه با گوشی اپل ٦ یا se
مستفری هم بود عیب نداره",3,Sunday 08PM,957962
43957,ZTE::زدتی‌ای,Tabriz,گوشی موبایل آکبند,"فروش انواع گوشی موبایل به صورت عمده 
برای خرید هماهنگ شوید",2,Monday 01PM,454398
43967,Sony::سونی,Qom,گوشی xperia z بسیار تمیز,گوشی x peria z در حد نو,2,Friday 07PM,395896
43971,Huawei::هوآوی,Ahvaz,گوشی موبایل هواوی مدل g610,بردش سوخته بدون لوازم جانبی قیمت۷۰۰۰۰۰ریال با لوازم$NUMریال,1,Sunday 01PM,76172
43972,Sony::سونی,Shiraz,اکسپریاVتمیز,"باسلام
یه گوشی سالم وتمیزباکیفیت دوربین بسیارعالی فول HD وبسیارخوش دست جهت مصرف کننده
باتشکرازمدیریت برنامه دیوار",2,Sunday 03PM,442518
43976,Apple::اپل,Kermanshah,گوشی ایفون 5s 32گیگ,"سلام گوشی کاملا سااااااااالمه بدون خطو خش ٣٢گیگه رنگ سیلور بدون خطو خش وپارت نامبرllaهستش
معاوضه دارم با گوشی های دیگ لطفاپیشنهادتونو اس کنید",0,Tuesday 07AM,1011891
43998,Apple::اپل,Mashhad,5s 16GB مشکی,"گوشی تمیز و از اول دسته خودم بوده پارت نامبر ال ال ای امریکاست به اضافه سه قاب 
با خریدارش کنار میام 
قیمت ٩٢٠
معاوضعه ندارم 
تلگرام و تماس 
با تشکر از دیوار",3,Saturday 06PM,723806
44015,Sony::سونی,Shiraz,فروش گوشی سونی experaTXدر حد نو,گوشی رنگ مشکی حافظه داخلی 16.رم1،سی پی یو۱.۵،دوربین 13fullHD،دارای بک کاور و ضد خش،همه چیز داره کارتن،شارژر.از اولش هم دست خودم بوده گوشی خوبیه راضی بودم.اندروید ارتقا دادم 4.3.2،دو هسته ای هس،صفحه 4.6،بسیار نازک و سبک خط و خش هم اصلا نداره.با مشتری واقعی راه میام.واتساپ هم پاسخگو هستم,2,Sunday 05AM,493078
44032,Samsung::سامسونگ,Tehran,A 8 دو درزه خریدم,"سلام و با تشکر از دیوار
گوشیو دو روزه خریدم
یه سال گارانتی داره
٣٢ گیگ
حتی یه نقطه هم نداره چه برسه به خط",5,Sunday 11AM,957029
44041,Sony::سونی,Ahvaz,خریدار گوشیهای السیدی شکسته هواوی و سونی,"سلام گوشیهای مدل هواوی و سونی تاچ والسیدی شکسته خریدارم
واتساپ۲۴ساعته آنلاینم",0,Monday 08AM,218857
44065,HTC::اچ‌تی‌سی,Karaj,فروش یا معاوضه HTC ONE M8,"HTC ONE M8 
خاکستری بسیار سالم و تمیز در حد نو بدون خط و خش 
فروش یا معاوضه",2,Thursday 02AM,814341
44069,Sony::سونی,Tehran,گوشی سونی Z1,گوشی سونی Z1 با تمام وسایل جانبی در حد نو,1,Wednesday 02PM,499301
44070,HTC::اچ‌تی‌سی,Isfahan,سی سی آی تی,"اسمشCCIT ساخت chin
شیشه روی ال سی دی اش یه کم شکسته 
سوکت های جای باتریش هم شکسته شده 
باطری داره 
به درد تعمیراتی یا استفاده از قطعاعاتش میخوره 
فقط باطریش$NUMتومنه
لطفأ قیمت درخواستی تون را sms کنید متشکرم",2,Wednesday 05PM,61932
44083,Samsung::سامسونگ,Karaj,سامسونگ اس 6.تک سیم.رنگ گلد.حافظه 32,گوشی نونو.سالم.بدون کوچکترین خطوخش.حتی یک نقطه.فوق العاده دیدنی.از دست ندهید تماس بگیرید.فوری فروشی.,2,Thursday 10AM,1007329
44090,Samsung::سامسونگ,Tehran,A710 سامسونگ فروشی,"موبایل نو نو میباشد
چون کادو برام اوردن اصلا استفاده نشده میخوام بفروشم
مدل A$NUMمیباشد",1,Tuesday 06AM,525735
44098,HTC::اچ‌تی‌سی,Tehran,HTC One Mini,همراه با جعبه,0,Friday 12PM,240056
44099,Apple::اپل,Tehran,iphone 7,مخصوص آیفون بازها,0,Saturday 07AM,1046547
44105,Samsung::سامسونگ,Shiraz,Not3,"سلام
گوشی در حد نو
بدون هیچ عیب و خط و خش
کاور و برچسب ال اس
تماس بگیرید 
قیمت توافقی",5,Friday 06AM,706586
44109,Nokia::نوکیا,Tehran,"گوشی موبایل نوکیا کربو مدل٨٨,٠٠","یک دستگاه گوشی موبایل نوکیا کربو ٨٨,٠٠",2,Sunday 12PM,188626
44111,Sony::سونی,Tabriz,گوشی سونی زد وان,گوشی سونی زد وان معاوضه با آیفون اس4 یا 5 باشه چیزی هم روش می دم,0,Monday 02PM,375232
44113,Huawei::هوآوی,Tehran,مواعظه گوشی هواویY6 اک با اپل۴ .,گوشی اک و رنگش گلد با گوشی اپل۴ میزنم طالبین اس بدین ممنون .۵تا اکانت کلشم دارم میفروشم,0,Tuesday 03AM,690423
44132,Nokia::نوکیا,Mashhad,نوکیا لومیا520,"گوشی فقط فایل بوت رو پیدا نمیکنه چون دیگه ب کارم نمیومد ندادم فلشش کنن
با فلش کارش راه میفته
بدرد هرکی میخوره بیاد جلو
گوشی سالمه سالمه همه چیشم هست
ترک روی ال سی دی هم موردی برای تاچش بوجود نمیاره و سالمه-----
معاوضه باگوشی ساده هم دارم

مشخصات کلی یک سیم کارته- وزن : 124 گرم
پردازنده Qualcomm Snapdragon S4 Chipset
صفحه نمایش صفحه نمایش رنگی لمسی با سایز 4.0 اینچو رزولوشن 800 × 480 دارای تراکم 233 پیکسل بر هر اینچ - قابلیت نمایش 16 میلیون رنگ خازنی از نوع IPS LCD - سایز صفحه نمایش: 4 اینچ
حافظه - پشتیبانی از کارت حافظه‌ی microSD حافظه داخلی 8192 مگابایت- حافظه رم 512 مگابایت - قابلیت نصب کارÃ ˜ ª حافظه
ارتباطات 3G - GPRS - قابلیت اتصال به اینترنت از طریق وای فای - GPS - بلوتوث
دوربین 5.0 مگاپیکسل - فوکوس اتوماتیک
صدا - جک 3.5 میلیمتری صدا
امکانات نرم افزاری سیستم عامل Microsoft Windows Windows Phone 8 - نمایش فایلهای مایکروسافت آفیس - نمایش فایلهای PDF
سایر مشخصات رادیو - باتری 1430 میلی آمپر ساعت",2,Monday 06PM,87379
44139,Apple::اپل,Shiraz,Iphone 4,صفحه ترک خورده,1,Wednesday 08PM,708798
44146,Huawei::هوآوی,Tehran,گوشی هواوی G730 U10,بسیار تمیز بدونه خط و خش,2,Sunday 09AM,335525
44162,Apple::اپل,Mashhad,Iphone 6 16 gig,"گوشى کاملن تمیز در حد آک بدون کوچکترین ضربه خوردگى یا خط و خش با لوازم از اول دست خودم بوده و مشکلى نداره نه باترى و نه خود گوشى سالم سالم به شرط
Ios 10.1
یه تخفیف جزیى پاى معامله هم داره 
تعویض هم دارم 
با تشکر از دیوار",0,Monday 11AM,1075189
44168,Sony::سونی,Tabriz,گوشی موبایل سونی Xperia z,این گوشی کارکرده بوده و تازه چکاب کلی شده,1,Thursday 06AM,342330
44189,ZTE::زدتی‌ای,Tehran,فروش گوشی های xiaomi,"فروش گوشی های:
Xiaomi redmi note 3pro 
Xiaomi mi max
Xiaomi mi 5
Xiaomi redmi 3s
Xiaomi redmi pro
پرداخت هزینه پس از تحویل در درب منزل
لطفاً از طریق تلگرام پی گیری فرمایید.",2,Wednesday 05PM,691731
44194,Apple::اپل,Tehran,آیفوت 5s  16g,بسیارتمیز.بدون خط وخش.به عنوان گوشی دوم استفاده شده.دارای گلس پوشت رو   و قاب راک,4,Thursday 08PM,815348
44197,Sony::سونی,Karaj,sony xperia c3 dual d2502,"فروشی فوری 
قیمت مناسب
رنگ مشکی
روت شده 
اندروید ۴.۴.۲
بدون خط وخش روی صفحه بجز یه ترک کوچک زیر گوشی ک اصلا معلوم نیست
۶ماه کارکرد
telegram",3,Friday 01PM,375100
44206,ZTE::زدتی‌ای,Mashhad,دیمو,فروشی و معاوضه,1,Saturday 12PM,132537
44214,Samsung::سامسونگ,Karaj,درخواست و فروش اوراقی اس S 5,"درود عزیزان...

یک عدد گوشی السیدی شکسته برد سالم دارم
مدل sm-g900fd
سامسونگ اس5 دوسیم فورجی تمیز...

کسی اگر السیدی داشت خریدارم یا جاش گوشی اندرویید هم دارم برای معاوضه با اوراقی شما...
_سونی وی فورجی
_سونی اس 32گیگ
دارم برای معاوضه با گوشی اوراقی اس5 شما...
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
فقط پیامک لطفن چون نمیتونم تماس پاسخگو باشم

سپاسگزارم...",1,Monday 05AM,314015
44215,Apple::اپل,Tehran,گوشی اپل 4s,"گوشی در حده نو هستش
شارژر و هنذفری فابریک
گلس دو طرف گوشی + قاب",1,Monday 10AM,541042
44216,Lenovo::لنوو,Tehran,گوشی موبایل هواویy300,گوشی سالم و بدون مشکل میباشد همراه با کارتن و شارژر,2,Monday 04PM,192822
44223,HTC::اچ‌تی‌سی,Tabriz,htcاوراقی,اوراقیhtc مدل PG86300,4,Thursday 08AM,313656
44258,Samsung::سامسونگ,Mashhad,انواع گوشی هاوتبلت اک نقداقساط بخون..,تمامی گوشی هاوتبلت های اندروید سامسونگ.... سونی.... هواوی.... الجی.... با یک سوم پیش پرداخت الباقی 1تا3ماهه باسود5درصد باچک کارمندی وفیش حقوقی که باچک خوانیی داشته باشه,1,Saturday 05PM,198950
44265,HTC::اچ‌تی‌سی,Mashhad,گوشی  اندروید صفحه تاچ بسیار خوش  دست,اندروید هست و صفحه تاچ داره بسیار خو دست و راحت هست خیلی راضیم ازش قیمتشم ٣٠٠ گذاشتم,2,Tuesday 08AM,199475
44268,Sony::سونی,Kermanshah,سونی c3,گوشی سالم  سونی رنگ سفید دو سیم کارت دوریبن ۸  با قیمت توافقی,3,Tuesday 06PM,308820
44296,Sony::سونی,Karaj,Z1 Black,"z1مشکى ضد آب
همراه با شارژر و هندزفری
همراه با لوازم ۲تا قاب
صفحه ضد خش هنوز از روش کنده نشده
گوشی باز نشده و سالم هستش",4,Thursday 04PM,559053
44298,Nokia::نوکیا,Shiraz,موبایل,گوشی نوکیا سالم,1,Friday 03PM,3915
44320,Sony::سونی,Qom,معاوضه گوشی سونی زد با گوشی های سامسونگ,"سلام
وقت همگی بخیر
یک عدد گوشی سونی z دارم
تمیز و سالم
تک سیم
فورجی
دوربین 13 و 5
اندروید 5.1
کیفیت full hd
رنگ سفید
دارای گارد ژله ای
باتری سالم
خلاصه در حده گوشی
دیوارجان تکراری نیست.
ممنون
یاعلی",4,Friday 07AM,355226
44322,Apple::اپل,Karaj,٥s 16g,فایو اس ١٦  g بدون خش در حد,2,Friday 06PM,753835
44324,Samsung::سامسونگ,Tehran,اس ۵ مینی مشکی کاملا تمیز,دارای گارانتی...جعبه...لوازم جانبی...کاملا تمیز ( دو قسمت زدگی داره که تو عکس ها معلومه )... صفحه دارای محافظ و بدون خش... واقعا گوشی تمیزی هست... ***فقط اس ام اس دهید***,4,Saturday 08AM,618022
44329,Lenovo::لنوو,Tehran,هواوی honor 3cu10 تمیز و سالم,"پردازنده‌ی 4 هسته‌ای، 2 گیگابایت رم، حافظه‌ی داخلی 8 گیگابایت، دو سیم‌کارت همزمان، پشتیبانی 3G، رم‌خور، صفحه‌ی نمایش 5 اینچ کیفیت HD، دوربین پشت 8 مگاپیکسل و جلو 5 مگاپیکسل، ...
مشکی کاملا سالم و تمیز بدون تعمیر شدگی بهمراه قاب ژله ای و صفحه گلس و دارای کارتن بعلت خرید گوشی مدل بالاتر به فروش می رسد .
لطفا قیمت پیشنهادی تون رو تلگرام بفرستید",0,Sunday 07AM,319151
44356,Apple::اپل,Tehran,گوشی ایفون5s,"16G
بسیار تمیز بدون حتی ١ خط و خش ١ ساله خریدم به علت خرید 6s میفروشم  با لوازم جانبی در حد نو و ٣ عدد قاب محافظ از این تمیز تر جایی پیدا نمیکنی",3,Saturday 02PM,1337274
44364,Samsung::سامسونگ,Mashhad,*samsung s4*,"اصلی 16گیگ دوربین ١٣ فیلم برداری فول اچ دی سفید ٨ هسته ای گوشی بسیار سالم ویتنامی لوازم اصلی
معاوضه  فقط با s6 32gb
٥٥٠,٠نقد",2,Friday 05PM,847216
44378,Samsung::سامسونگ,Kermanshah,A800سامسونگ,گوشیو چند روزه گرفتم سالمه سالمه$NUMتومان به خریدار واقعی تخفیفم میدم گوشی طرح میباشد,0,Sunday 08PM,244969
44380,Sony::سونی,Tehran,گوشــــی سونــیZ1حــتما بخوانـــید,"گوشـــیZ1 خیلی تمــــیز درحد نـــــو 
ضــــدآب 
ارتقا شده ب اندروید5
سالـم ب شرط،همراه با شارژ و هندزفری +ی عدد قاب ژله ای
معاوضه فقط با سامسونگ s5ب بالا باقیماندشو پول میدم
یا فـــــروش 
لطفا پیشنهاداتونو  تو تلگرام  برام بفرستین ممنون
باتشکر از دیوار 
یاعلی",4,Tuesday 10PM,426603
44384,LG::ال‌جی,Qom,LG G4 stylus,"گوشیم در حد. تضمین میکنم از همه لحاظ.. سالمه سالم .
هم فروش هم معاوضه..
برای معاوضه مدلای گوشیتونو واسم بفرستید. 
((فقط همرده یا مدل بالاتر باشه .. )))
الجی باشه که چه بهتر..
با تشکر",2,Wednesday 11PM,788551
44389,Nokia::نوکیا,Isfahan,Nokia c7_01,گوشی دو سیم کارت صدا بلند دارای فلش خلاصه خوبه01 _xoressMusic$NUMNokia C7,3,Friday 01AM,488160
44402,Apple::اپل,Ahvaz,حتمان بخونید اپل 6S,سلام میخوام گوشی اپلم رو بفروشم کم کار کرده رنگ سیلور رم 16گیگ با یک قاب محافظ ک40تومن خریدم  همچیشم هست هندسفریشم دست نخورد  مشتری واقعی زنگ بزنه تخفیف هم میدم الان نوش تو بازار 2میلیون پونصد هست,0,Monday 03PM,1382695
44413,Apple::اپل,Shiraz,ایفون 5سیلور 32 گیگ,"ایفون فایو ٣٢ گیگ تمیز سالم به شرط 
٢٤ ساعت مهلت تست
فروش فقط نقدي 
قيمت بالاترين قيمت پيشنهادي",1,Friday 04PM,1008372
44416,Apple::اپل,Tehran,ایفون 6 سیلور64گیگ,تمیز وسالم قیمتش از 1/800/000به بالاست اس ام اس هم جواب نمیدم فقط خریدار زنگ بزنه,0,Sunday 09AM,917804
44430,Huawei::هوآوی,Isfahan,هواوی وای ۵مشکی,"سلام 
هواوی مدلy5
دو سیم3g
اندروید4.2.2
چهار هسته ای و یک گیگ رم
فلش دوبل دوربین
نسبت به قیمتش خوبه
کارتن و شارژر 
به بالاترین قیمت پیشنهادی منصفانه میفروشم
فقطsms و تلگرام جواب میدم",2,Saturday 02PM,83285
44440,Apple::اپل,Shiraz,گوشی موبایل ایفون 6,"ایفون 6 سفید گلد 64 گیگ 
بدون حتی خش یک ماهه استفاده شده",0,Thursday 08AM,1434975
44458,LG::ال‌جی,Tehran,LG.   g4,فقط معاوضه باگوشی بالاتر الباقی رو نقد میدم گوشی نوه نوه با گارانتی رنگ گلد لطفا پیامک بدین,0,Friday 01PM,893688
44460,Apple::اپل,Ahvaz,Iphone 5s,١ تومن میفروشم، معاوضه با سامسونگ اس٦,0,Saturday 12AM,962489
44463,Samsung::سامسونگ,Isfahan,سامسونگ نوت۳ نئو شکسته,سامسونگ نوت ۳ نئو تمیز تاچش شکسته,0,Saturday 04PM,370499
44470,ZTE::زدتی‌ای,Ahvaz,"کلش اف کلنز لول92,",سلام لول92 تان حال9 معاوضه با گوشی اندروید هرچی باشه,2,Monday 03PM,425329
44502,LG::ال‌جی,Karaj,ال جیv10,گوش ال جیv10 درحد اک بدون کچیکترین نقطه و ایراد.مشکی 32 گیگ با گارانتی. تعویض با همرده دوسیم کارت .بابت بالا و پایین بودن مبلغ کنار میاییم,0,Wednesday 09PM,774510
44505,Samsung::سامسونگ,Qom,galaxy grand prime,اندروید لالی پاپ5.1.1,1,Thursday 09PM,262621
44528,Huawei::هوآوی,Mashhad,گوشی موبایل هواوی Y330,موبایل دارای دو عدد اکانت کلش اف کلنز هست برای توضیحات بیشتر تماس بگیرید  سر معامله هم تخفیف میدم,2,Thursday 09AM,363589
44537,Nokia::نوکیا,Tehran,لومیا ٩٣٠,"گوشی سفید در حد نو 
لطفا قیمت های پیشنهادی رو 
تلگرام یا پیامک کنید متشکر",0,Saturday 07PM,472174
44567,Apple::اپل,Karaj,ایفون فایو مشکی ۳۲,سلام گوشی انتن نمی دهد وتعمیر هم نشد قطعات دیگر سالم می باشد.  قطعات قابل استفاده ویا بصو رت ایپاد قابل استفاده می باشد.,2,Saturday 11AM,506878
44576,Huawei::هوآوی,Qom,هواوی g610دوسیم کارت.اصلی,بدونه تعمیر.وبا کلیه لوازم فابریک.230,1,Monday 06PM,337506
44585,Samsung::سامسونگ,Qom,تعویض نات4 با اس6 یا همرده,"تعویض با همرده
آک اک",0,Wednesday 12PM,873919
44610,Samsung::سامسونگ,Karaj,Galaxy A5 2016,برد گوشی سوخته(برد گوشی صفحه شکسته خریدارم،فروش با شرایط برد سوخته هم انجام میدم),0,Thursday 09AM,201483
44626,Apple::اپل,Tehran,اپل 5s,بسیار تمیز و کم کارکرد.به شرط رفرش نشده,3,Saturday 02PM,792684
44632,Apple::اپل,Tehran,Apple 5s 16g,بسیار سالم,2,Sunday 04PM,940564
44635,LG::ال‌جی,Shiraz,ال جی ال هشتاد,"گوشی ال هشتاد مشکی
کاملا سالم و با تمام لوازم جانبی",2,Monday 10AM,381505
44661,Lenovo::لنوو,Tehran,گوشی موبایل شات ایکس هواوی,رنگ ابی.گارانتی فول.بدون خط و خش,0,Tuesday 11AM,505846
44673,HTC::اچ‌تی‌سی,Tabriz,اچ تی سی,گوشی سالمه  ظاهرشم تو عکس معلومه با گوشی رده بالا هم معاوضه ممیکنم سرش رو میدم,2,Tuesday 07PM,391812
44678,Apple::اپل,Mashhad,ایفون 6s 16 اک,گوشی اک واقعی میباشد بدون نقطه رنگ گری پارت امریکا لوازم اصلی وپلمپ جهت فروش و یا معاوظه با سامسونگ A$NUMدر حد مثل گوشی خودم الباقیشم نقد میگیرم هر. کس تمایل داشت فقط پیامک بزنه با تشکر,4,Saturday 03PM,1550880
44692,Sony::سونی,Tehran,سونی زد ۳ فورجی دوسیم,"سلام 
سالم سالم
رنگ سفید 
تمیز بدون خط و خش 
فقط هنذفری نداره
پیامک و تلگرام پاسخگوم 
یاعلی",3,Wednesday 03PM,523296
44696,HTC::اچ‌تی‌سی,Mashhad,hTC$NUMDual,گوشی دیزار 816میباشد....سالمه بدون هیچ مشکل و ضربه ای......فقط اس م اس ...,4,Saturday 06AM,451714
44702,Apple::اپل,Kermanshah,اپل 4اس,"گوشی تمیز بدون ضربه 
16 گیگ 
معاوضه هم دارم باگوشی یا دوچرخه",1,Tuesday 05AM,463217
44704,Sony::سونی,Shiraz,فروش سونی z,با سلام.گوشی کاملا سالم و تمیز هست.گوشی دومم بوده و ازش زیاد استفاده نکردم.کارتن دارد.به مشتری واقعی پای معامله تخفیف میدم.تو واتس آپ درخدمت هستم.ممنون,2,Tuesday 06PM,393798
44723,Samsung::سامسونگ,Isfahan,"گوشی سامسونگS7, S6, J$NUMA7 2016","فروش انواع تلفن همراه با اقساط ۱۲ ماهه، با نرخ کارمزد ماهیانه ۱.۵ درصد
ارتباط فقط از طریق تماس تلفنی",0,Friday 11AM,633404
44732,Huawei::هوآوی,Tabriz,هواوی هونور ۶,بسیار تمیز و بدون خط و خش,0,Tuesday 04PM,358806
44744,Samsung::سامسونگ,Isfahan,A5 2015,سلام گوشی تمیز بدون عیب بدون تعمیر,0,Sunday 12PM,514697
44748,Apple::اپل,Karaj,6s plas 16g,گوشی نونو فوق العاده تمیز وبی عیب وایراد,0,Wednesday 03PM,1503988
44755,Samsung::سامسونگ,Kermanshah,گوشی سامسونگ گرندمعمولی,گوشی سامسونگ گرند سالم دوسیم.دوربین پشت8 حافظه داخلی8,3,Thursday 04PM,327149
44756,Nokia::نوکیا,Karaj,گوشی موبایل نوکیا N82,سالم با لوازم جانبی,2,Friday 02PM,101843
44758,Apple::اپل,Karaj,فروش اقساطی محصولات اپل,"فروش اقساطی محصولات اپل 
٤الی ٨ ماهه",0,Friday 07PM,1017811
44771,Samsung::سامسونگ,Tehran,گوشی گلکسی s$NUM,"در حد نو$NUM
بدون هیچ ضعفی$NUM
به شرط......


......
معاوضه با خط همراه اول .",2,Wednesday 08PM,719093
44785,Sony::سونی,Tehran,Sony T2,"گوشی فوق العاده تمیزه
خیلی خیلی کم استفاده شده
هندزفری هنوز استفاده نشده
بدون خط و خش
یه دونه قاب هم روش هست
رنگ گوشی بنفش",2,Saturday 04AM,770184
44795,Samsung::سامسونگ,Mashhad,سامسونگ j7 تمیز,معاوضه با آیفون 5 یا 5s بدون سر دادن,0,Tuesday 06AM,427840
44805,Huawei::هوآوی,Mashhad,گوشیHuawel y220,"کنار میایم
فوری",1,Thursday 02PM,87196
44812,Samsung::سامسونگ,Ahvaz,تعویض گوشی Samsung galaxy s5 mini,"معاوضه گوشی Samsung galaxy s5 mini با گوشی هایه همرده فقط و فقط و فقط همرده خواهش میکنم لطفا مدل مایین درخواست ندین خواهش کردم 
حسگر اثر انگشت 
ضد اب و گردو خاک 
ریموت کنترل و.... دارد",0,Friday 10AM,677753
44840,Samsung::سامسونگ,Isfahan,گوشی سامسونگ S7,"رنگ گلد ۳۲ گیگ
دو سیم کارت
یه شکستگی رو صفحه داره که تو عکس مشخصه و یکی دوتا تو رفتگی کوچک
از نظر سخت افزار و نرم افزار کاملا بدون عیب و مشکل هستش، به شرط میدم بهتون
با کارتن و هندزفیری و شارژر فابریک
لطفا قیمت پیشنهادیتون را برام توی تلگرام بفرستید یا اس ام اس کنید",4,Monday 06PM,941893
44842,Apple::اپل,Mashhad,Iphone 4s 16g,Iphone 4s 16g,0,Tuesday 09AM,273409
44847,HTC::اچ‌تی‌سی,Mashhad,اچ تی سی دیزایر816دوسیم کارت,سلام گوشی سالمه فقط دوتاترک روصفحش داره که زیادتودیدنیست وهیچ مشکلی ایجادنکرده.دوسیم کارت تری جی اندروید 4.4.2قابل ارتقابه6فروش ومعاوضه دارم باهمه مدل گوشی اگه صفحش ترک.داشت مشکلی نداره اگرم وسایل نداشت بازم مشکلی نداره.ممنون ازدیوار,3,Thursday 05PM,420974
44854,Sony::سونی,Shiraz,معاوضه لپ تاپ با گوشی,یک دستگاه لپ تاپ سونی با مشخصات داخل عکس با گوشی موبایل سامسونگ یا هوآوی معاوضه میشه لپ تاپ تمیز و بدون ضربه میباشد.,2,Saturday 01PM,456918
44864,Samsung::سامسونگ,Mashhad,گوشی سامسونگ jts5360,فروش فوری گوشی سالم,1,Monday 01PM,423930
